1;2;53;60;37;43;67.5;35
1;2;61;69;5.5;11.5;27;8.5
1;2;20;28;5.5;11.5;9.5;13.5
1;2;16;22.5;16;22;51;40
1;2;64;70;34;41;67.5;25
1;2;58;65;29;34;74;31
1;2;75;80;17;23;71;8.5
