1;2;55.5;60;37;43;67.5;35
1;2;61;69;5.5;11.5;27;8.5
1;2;18;26;5.5;11.5;9.5;13.5
1;2;18;22.5;16;22;51;40
1;2;65.5;70;34;36;67.5;25
1;2;54.5;59;29;34;74;31
1;2;75;80;17.5;20.5;71;8.5
