1;1;55.5;60;37;43;60;29.5
1;1;54;58.5;26.5;32.5;54;19
1;1;61;69;16;22;71;8.5
1;1;61;69;5.5;11.5;27;8.5
1;1;18;26;5.5;11.5;17;19
1;1;18;22.5;16;22;51;40
